prod_id,prod_name,site,review_title,customer_review,customer_rating
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Mind-blowing purchase,"Fully satisfied using iphone❤️
But battery drains fast as compared to any other phone..",5.0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Wonderful,Amezing  camera and all over best phone👌,5.0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Awesome,Switch from OnePlus to iPhone I am stunned with camera performance. Everything is perfect on  iPhone 15.,5.0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Fabulous!,Awesome 😎,5.0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Must buy!,Using this Iphone 15 from 1month and it has best Camera,5.0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Worth every penny,Awesome photography experience. Battery backup is good . Display is much better than 14 version.,5.0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Value-for-money,Nice photo,4.0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Fabulous!,"So beautiful, so elegant, just a vowww😍❤️",5.0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Good choice,Very nice,4.0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,Excellent,"Awesome product very happy to hold this. Better In hand feel,matte finish. 
Good camera, Brighter screen with Dynamic Island, USB-C, great battery life.

60Hz display is a dealbreaker for some.Its not...",5.0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,,Awesome 🔥🔥☺️,5.0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,,High quality camera😍,5.0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,,Nice product,4.0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,,"Just loved the product , colour , design is wow and camera is amazing , just clicked first picture of my grandmother 👵🏻  in portrait mode and results r here in front of you guys 😍😘",5.0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,,Simply premium.,5.0
MOBGTAGPTB3VS24W,Apple Iphone 15 Black 128 Gb,flipkart,,Camera Quality Is Improved Loving It,5.0
