prod_id,prod_name,site,review_title,customer_review,customer_rating
9788175994317,Complete Novel Sherlock Holmes,flipkart,,"I got the book in a good condition.
Colour and quality of the pages and cover is great. 
It has 4 novels included: 
A study in scarlet,
 The sign of the four, 
The hound of baskervilles,
 The valley o...",5.0
9788175994317,Complete Novel Sherlock Holmes,flipkart,,"I'm in love with this book. one of my favrt. It has four novel inside it. Very interesting to read. must buy . I highly recommend this book. Good quality page, easy to understand.",5.0
9788175994317,Complete Novel Sherlock Holmes,flipkart,,One of my favorite books 📚  📚,5.0
9788175994317,Complete Novel Sherlock Holmes,flipkart,,well packed and good quality paper worth buying.,5.0
9788175994317,Complete Novel Sherlock Holmes,flipkart,,Page quality is great at this price!! love this novel!! great work by sir arthur,5.0
9788175994317,Complete Novel Sherlock Holmes,flipkart,,"Really a great book, Everyone​ must read it.
Comprise​ of 4 novels by Sir Arthur Conan Doyle
1)A Study in Scarlet (published 1887)
2)The Sign of the Four (published 1890)
3)The Hound of the Baskervill...",5.0
9788175994317,Complete Novel Sherlock Holmes,flipkart,,This book is so intriguing. If anyone like to read detective stories then they can go for it. This book is definitely help u in ur life too😂. I already try to solve my friend matter with the help of ...,5.0
9788175994317,Complete Novel Sherlock Holmes,flipkart,,one of the finest book I have ever read.,4.0
9788175994317,Complete Novel Sherlock Holmes,flipkart,,Nice,4.0
9788175994317,Complete Novel Sherlock Holmes,flipkart,,"Great book. The best thing about it is that it contains not only one story, but 4 whole novels. Amazing product.",5.0
9788175994317,Complete Novel Sherlock Holmes,flipkart,Good choice,The book is value for money in my opinion cause it's affordable and it's not even pirated although the corners of the book weren't at their best when I opened the packet. It's a big book about five hu...,4.0
9788175994317,Complete Novel Sherlock Holmes,flipkart,Terrific purchase,Absolutely fantastic!! I literally read 2 novels in 4 days!! The book just didn't let me leave it! If you are looking for something to read then you have undoubtedly landed at the right destination. G...,5.0
9788175994317,Complete Novel Sherlock Holmes,flipkart,Classy product,Great book..it is pretty thick..a must buy..the price is also reasonable,5.0
